Model,Price,Age_08_04,Mfg_Month,Mfg_Year,KM,HP,Met_Color,Automatic,cc,Doors,Gears,Quarterly_Tax,Weight,Mfr_Guarantee,BOVAG_Guarantee,Guarantee_Period,ABS,Airbag_1,Airbag_2,Airco,Automatic_airco,Boardcomputer,CD_Player,Central_Lock,Powered_Windows,Power_Steering,Radio,Mistlamps,Sport_Model,Backseat_Divider,Metallic_Rim,Radio_cassette,Tow_Bar,Fuel_Type_CNG,Fuel_Type_Diesel,Fuel_Type_Petrol,Color_Beige,Color_Black,Color_Blue,Color_Green,Color_Grey,Color_Red,Color_Silver,Color_Violet,Color_White,Color_Yellow
TOYOTA Corolla 1.6 16V VVT I 5DR TERRA 4/5-Doors,0.445648313,0.35443038,0.272727273,0.666666667,0.092897502,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.18699187,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.4 16V VVT I 5DR TERRA 4/5-Doors,0.374777975,0.367088608,0.181818182,0.666666667,0.090531237,0.227642276,1,0,0.006802721,1,0.666666667,0.25,0.178861789,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6 5drs 1 4/5-Doors,0.518650089,0.303797468,0.636363636,0.666666667,0.08237894,0.333333333,1,1,1,1,0.666666667,0.306818182,0.292682927,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I 5DR TERRA 4/5-Doors,0.458259325,0.35443038,0.272727273,0.666666667,0.08230075,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.18699187,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
 TOYOTA Corolla 1.4 16V VVT I 5DR 4/5-Doors,0.394316163,0.303797468,0.636363636,0.666666667,0.069967366,0.227642276,1,0,0.006802721,1,0.666666667,0.25,0.178861789,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I 5DR SOL AUT4 4/5-Doors,0.48312611,0.379746835,0.090909091,0.666666667,0.066819205,0.333333333,1,1,0.020408163,1,0.666666667,0.306818182,0.292682927,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
 TOYOTA Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors,0.436944938,0.303797468,0.636363636,0.666666667,0.063428245,0.227642276,1,0,0.006802721,1,0.666666667,0.25,0.178861789,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors,0.465364121,0.341772152,0.363636364,0.666666667,0.035127717,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.211382114,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
 TOYOTA Corolla 1.4 VVTI  (Nw type) 4/5-Doors,0.374777975,0.367088608,0.181818182,0.666666667,0.028802588,0.227642276,1,0,0.006802721,1,0.666666667,0.25,0.162601626,0,0,0.272727273,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TOYOTA Corolla 2.0 D4D 90 3DR TERRA COMF BNS 2/3-Doors,0.48312611,0.240506329,0,0.833333333,0.275577266,0.170731707,1,0,0.047619048,0.333333333,0.666666667,0.723484848,0.398373984,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.4 16V VVT I 3DR TERRA COMFORT 2/3-Doors,0.412078153,0.227848101,0.090909091,0.833333333,0.213511167,0.227642276,1,0,0.006802721,0.333333333,0.666666667,0.25,0.162601626,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 2.0 D4D 110 3DR SOL 2/3-Doors,0.625222025,0.227848101,0.090909091,0.833333333,0.205778625,0.333333333,1,0,0.047619048,0.333333333,0.666666667,0.814393939,0.430894309,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.4 16V VVT I 3DR TERRA COMFORT 2/3-Doors,0.429840142,0.240506329,0,0.833333333,0.197980239,0.227642276,1,0,0.006802721,0.333333333,0.666666667,0.25,0.162601626,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
 TOYOTA Corolla 2.0 D4D 90 3DR SOL BNS 2/3-Doors,0.635879218,0.240506329,0,0.833333333,0.154317507,0.170731707,1,0,0.047619048,0.333333333,0.666666667,0.814393939,0.422764228,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 2.0 D 4D Linea Sol 3 Doors 2/3-Doors,0.554174067,0.189873418,0.363636364,0.833333333,0.141856551,0.170731707,1,0,0.047278912,0.333333333,0.666666667,0.814393939,0.422764228,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.4 16V VVT I 3DR TERRA COMFORT 2/3-Doors,0.412078153,0.240506329,0,0.833333333,0.137152828,0.227642276,1,0,0.006802721,0.333333333,0.666666667,0.25,0.162601626,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6 16v VVT-i Linea Sol 2/3-Doors,0.51687389,0.240506329,0,0.833333333,0.131066383,0.333333333,0,0,0.020408163,0.333333333,0.666666667,0.25,0.195121951,0,1,0.515151515,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 2.0 D4D Linea Sol 3 Doors 2/3-Doors,0.554174067,0.202531646,0.272727273,0.833333333,0.124897633,0.170731707,1,0,0.047278912,0.333333333,0.666666667,0.814393939,0.422764228,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
 TOYOTA Corolla 1.4 16V VVT I 3DR TERRA COMFORT 2/3-Doors,0.412078153,0.227848101,0.090909091,0.833333333,0.12112807,0.227642276,1,0,0.006802721,0.333333333,0.666666667,0.25,0.162601626,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.4 16V VVT I 3DR TERRA COMFORT 2/3-Doors,0.412078153,0.227848101,0.090909091,0.833333333,0.106778217,0.227642276,1,0,0.006802721,0.333333333,0.666666667,0.25,0.162601626,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I 3DR SOL 2/3-Doors,0.511545293,0.126582278,0.818181818,0.833333333,0.100819345,0.333333333,1,0,0.020408163,0.333333333,0.666666667,0.25,0.195121951,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.4 16V VVT I 3DR TERRA COMFORT 2/3-Doors,0.465364121,0.215189873,0.181818182,0.833333333,0.098358429,0.227642276,1,0,0.006802721,0.333333333,0.666666667,0.25,0.162601626,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
 TOYOTA Corolla 1.6 16V VVT I 3DR SOL 2/3-Doors,0.520071048,0.240506329,0,0.833333333,0.095366648,0.333333333,1,0,0.020408163,0.333333333,0.666666667,0.25,0.195121951,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
 TOYOTA Corolla 1.4 16V VVT I 3DR TERRA COMFORT 2/3-Doors,0.422735346,0.227848101,0.090909091,0.833333333,0.079008556,0.227642276,1,0,0.006802721,0.333333333,0.666666667,0.25,0.162601626,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.4 VVT-i Sol 2/3-Doors,0.502664298,0.151898734,0.636363636,0.833333333,0.074070264,0.016260163,0,0,0.006802721,0.333333333,0.666666667,0.25,0.203252033,0,1,0.272727273,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I 3DR TERRA COMFORT 2/3-Doors,0.502664298,0.126582278,0.818181818,0.833333333,0.066345952,0.333333333,1,0,0.020408163,0.333333333,0.666666667,0.25,0.170731707,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I 3DR TERRA COMF AUT 2/3-Doors,0.536412078,0.126582278,0.818181818,0.833333333,0.06022247,0.333333333,1,1,0.020408163,0.333333333,0.666666667,0.306818182,0.25203252,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
 TOYOTA Corolla 1.4 16V VVT I 3DR TERRA COMFORT 2/3-Doors,0.447602131,0.227848101,0.090909091,0.833333333,0.056572249,0.227642276,1,0,0.006802721,0.333333333,0.666666667,0.25,0.162601626,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
 TOYOTA Corolla 1.6 VVT-i Linea Terra Comfort 2/3-Doors,0.513321492,0.164556962,0.545454545,0.833333333,0.047321182,0.333333333,1,0,0.020408163,0.333333333,0.666666667,0.189393939,0.073170732,0,0,0.272727273,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.4 16V VVT I 3DR 2/3-Doors,0.465364121,0.202531646,0.272727273,0.833333333,0.041148317,0.227642276,1,0,0.006802721,0.333333333,0.666666667,0.25,0.162601626,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
 TOYOTA Corolla 1.6 16V VVT I 3DR TERRA COMFORT 2/3-Doors,0.48312611,0.240506329,0,0.833333333,0.029572138,0.333333333,1,0,0.020408163,0.333333333,0.666666667,0.25,0.170731707,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
 TOYOTA Corolla VERSO 2.0 D4D SOL (7) BNS MPV,1,0.037974684,0.363636364,1,0,0.382113821,0,0,0.047619048,1,0.666666667,1,0.780487805,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla VERSO 2.0 D4D SOL (7) MPV,0.946714032,0.037974684,0.363636364,1,0.016456858,0.382113821,1,0,0.047619048,1,0.666666667,1,0.780487805,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla VERSO 2.0 D4D SOL (7) MPV,0.956483126,0.037974684,0.363636364,1,0.00616875,0.382113821,1,0,0.047619048,1,0.666666667,1,0.780487805,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
 TOYOTA Corolla VERSO 2.0 D4D LINEA SOL MPV,0.731793961,0.088607595,0,1,0.054535204,0.382113821,1,0,0.047619048,1,0.666666667,0.814393939,0.520325203,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla VERSO 2.0 D4D LINEA SOL MPV,0.731793961,0.088607595,0,1,0.054535204,0.382113821,1,0,0.047619048,1,0.666666667,0.814393939,0.520325203,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 2.0 D4D 116 5DR LUNA 4/5-Doors,0.660746004,0.075949367,0.090909091,1,0.041148317,0.382113821,1,0,0.047619048,1,0.666666667,0.814393939,0.43902439,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
TOYOTA Corolla 2.0 D4D 90 WAGON SOL Stationwagen,0.73321492,0.088607595,0,1,0.024687344,0.170731707,1,0,0.047619048,1,0.666666667,0.814393939,0.455284553,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
 TOYOTA Corolla 2.0 D4D 90 5DR SOL 4/5-Doors,0.625222025,0.088607595,0,1,0.044609237,0.170731707,1,0,0.047619048,1,0.666666667,0.814393939,0.43902439,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I 3DR TERRA COMFORT 2/3-Doors,0.481349911,0.075949367,0.090909091,1,0,0.333333333,1,0,0.020408163,0.333333333,0.666666667,0.25,0.170731707,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 2.0 D4D 90 5DR TERRA COMFORT 4/5-Doors,0.529307282,0.240506329,0,0.833333333,0.259256211,0.170731707,1,0,0.047619048,1,0.666666667,0.814393939,0.414634146,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 2.0 D4D 110 5DR EXEC BNS 4/5-Doors,0.635879218,0.202531646,0.272727273,0.833333333,0.235852822,0.333333333,1,0,0.047619048,1,0.666666667,0.814393939,0.447154472,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I 5DR TERRA COMFORT 4/5-Doors,0.518650089,0.151898734,0.636363636,0.833333333,0.234717015,0.333333333,0,0,0.020408163,1,0.666666667,0.25,0.18699187,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
 TOYOTA Corolla 2.0 D4D Linea Terra Comfort 4/5-Doors,0.554174067,0.227848101,0.090909091,0.833333333,0.210280701,0.170731707,1,0,0.047619048,1,0.666666667,0.814393939,0.414634146,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
 TOYOTA Corolla 1.6 16V VVT I 5DR TERRA 4/5-Doors,0.426287744,0.164556962,0.545454545,0.833333333,0.164646768,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.18699187,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors,0.518650089,0.240506329,0,0.833333333,0.160963625,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.211382114,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors,0.447602131,0.202531646,0.272727273,0.833333333,0.148194025,0.333333333,0,0,0.020408163,1,0.666666667,0.25,0.211382114,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I 5DR EXEC 4/5-Doors,0.618117229,0.189873418,0.363636364,0.833333333,0.148144643,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.211382114,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 VVT-i Linea Sol 4/5-Doors,0.412078153,0.240506329,0,0.833333333,0.148144643,0.333333333,1,0,0.020408163,1,0.666666667,0,0.12195122,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors,0.431616341,0.240506329,0,0.833333333,0.144029399,0.227642276,1,0,0.006802721,1,0.666666667,0.25,0.178861789,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.4 16V VVT I 5DR SOL 4/5-Doors,0.48312611,0.202531646,0.272727273,0.833333333,0.138844193,0.227642276,1,0,0.006802721,1,0.666666667,0.25,0.219512195,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 vvt-i nw model comfort airco 5drs 4/5-Doors,0.408525755,0.151898734,0.636363636,0.833333333,0.137761884,0.333333333,1,0,0.020408163,1,0.666666667,0,0.12195122,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors,0.422735346,0.240506329,0,0.833333333,0.134263927,0.227642276,1,0,0.006802721,1,0.666666667,0.25,0.178861789,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
 TOYOTA Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors,0.412078153,0.240506329,0,0.833333333,0.122617789,0.227642276,1,0,0.006802721,1,0.666666667,0.25,0.178861789,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors,0.422735346,0.227848101,0.090909091,0.833333333,0.121152762,0.227642276,1,0,0.006802721,1,0.666666667,0.25,0.178861789,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1 6-16v VVT-i Linea Terra Comfort Airco 5drs 4/5-Doors,0.412078153,0.151898734,0.636363636,0.833333333,0.120864695,0.333333333,1,0,0.020408163,0.666666667,0.666666667,0,0.170731707,0,0,0.636363636,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
 TOYOTA Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors,0.431616341,0.240506329,0,0.833333333,0.11933794,0.227642276,0,0,0.006802721,1,0.666666667,0.25,0.178861789,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors,0.431616341,0.227848101,0.090909091,0.833333333,0.114486068,0.227642276,0,0,0.006802721,1,0.666666667,0.25,0.178861789,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.4 16V VVT I 5DR SOL 4/5-Doors,0.500888099,0.227848101,0.090909091,0.833333333,0.112634208,0.227642276,0,0,0.006802721,1,0.666666667,0.25,0.219512195,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
 TOYOTA Corolla 1.6 terra comfort 5drs airco 4/5-Doors,0.422735346,0.151898734,0.636363636,0.833333333,0.103576558,0.333333333,1,0,0.020408163,1,0.666666667,0,0.170731707,0,0,0.636363636,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla Luna 5drs D4D116 PK 4/5-Doors,0.662522202,0.126582278,0.818181818,0.833333333,0.102876967,0.382113821,1,0,0.047619048,1,0.666666667,0.170454545,0.520325203,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6i 16V VVT I SOL + Navigatie 4/5-Doors,0.552397869,0.240506329,0,0.833333333,0.09464648,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.211382114,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors,0.429840142,0.240506329,0,0.833333333,0.092951,0.227642276,1,0,0.006802721,1,0.666666667,0.25,0.178861789,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
 TOYOTA Corolla 1.8 VVTL-i T-Sport 3-Drs 4/5-Doors,0.696269982,0.227848101,0.090909091,0.833333333,0.08923082,1,1,0,0.034013605,1,0.666666667,0,0.300813008,0,1,0.272727273,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
 TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors,0.554174067,0.151898734,0.636363636,0.833333333,0.088177318,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.211382114,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA COMF 4/5-Doors,0.502664298,0.189873418,0.363636364,0.833333333,0.084889238,0.333333333,1,0,0.020408163,0.666666667,0.666666667,0.25,0.146341463,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors,0.518650089,0.17721519,0.454545455,0.833333333,0.083411866,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.211382114,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
 TOYOTA Corolla 1.4 16V VVT I 5DR TERRA 4/5-Doors,0.429840142,0.189873418,0.363636364,0.833333333,0.082732851,0.227642276,0,0,0.006802721,1,0.666666667,0.25,0.178861789,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
 TOYOTA Corolla 1.6 16V VVT I 5DR TERRA COMF AUT 4/5-Doors,0.573712256,0.240506329,0,0.833333333,0.08230075,0.333333333,0,1,0.020408163,1,0.666666667,0.306818182,0.268292683,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I 5DR EXEC BNS 4/5-Doors,0.715808171,0.151898734,0.636363636,0.833333333,0.082251367,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.211382114,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors,0.536412078,0.227848101,0.090909091,0.833333333,0.075420063,0.333333333,0,0,0.020408163,1,0.666666667,0.25,0.211382114,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I SEDAN SOL AUT4 4/5-Doors,0.589698046,0.164556962,0.545454545,0.833333333,0.073642278,0.333333333,1,1,0.020408163,0.666666667,0.666666667,0.25,0.243902439,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
 TOYOTA Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors,0.456483126,0.240506329,0,0.833333333,0.071189593,0.227642276,1,0,0.006802721,1,0.666666667,0.25,0.178861789,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I 5DR SOL BNS 4/5-Doors,0.554174067,0.227848101,0.090909091,0.833333333,0.0701114,0.333333333,0,0,0.020408163,1,0.666666667,0.25,0.211382114,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.4 16V VVT I 5DR LUNA BNS 4/5-Doors,0.500888099,0.113924051,0.909090909,0.833333333,0.056568134,0.227642276,1,0,0.006802721,1,0.666666667,0.25,0.178861789,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
 TOYOTA Corolla 1.6 16V VVT I 5DR TERRA COMFORT 4/5-Doors,0.538188277,0.139240506,0.727272727,0.833333333,0.056103112,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.18699187,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TOYOTA Corolla 1.6 16V VVT I 5DR EXEC 4/5-Doors,0.618117229,0.151898734,0.636363636,0.833333333,0.054226561,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.211382114,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.4 16V VVT I SEDAN TERRA COMF 4/5-Doors,0.444689165,0.17721519,0.454545455,0.833333333,0.05414014,0.227642276,1,0,0.006802721,0.666666667,0.666666667,0.25,0.138211382,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I SEDAN SOL 4/5-Doors,0.538188277,0.189873418,0.363636364,0.833333333,0.053494047,0.333333333,1,0,0.020408163,0.666666667,0.666666667,0.25,0.170731707,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6 16V VVT I 5DR TERRA COMFORT 4/5-Doors,0.51687389,0.126582278,0.818181818,0.833333333,0.051436426,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.18699187,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
